arrival_time,input_tokens,output_tokens
2547.334,1239,32
2547.94,6290,42
2548.69,2917,134
2548.715,3850,101
2549.215,4231,129
2549.394,486,266
2550.146,8814,323
2550.443,3957,250
2551.259,654,214
2551.268,343,30
2551.755,663,161
2551.945,1480,29
2552.006,4086,354
2552.26,412,43
2552.755,1084,26
2552.992,729,364
2553.445,299,39
2553.769,302,22
2554.47,1449,183
2555.504,1102,256
2555.573,396,97
2556.268,369,228
2556.443,687,56
2556.5,328,58
2556.944,906,30
2557.691,378,35
2557.97,1179,299
2558.019,3849,145
2558.359,177,11
2558.518,4310,29
2559.301,1464,77
2560.751,125,115
2560.834,2607,358
2561.15,974,295
2562.303,956,162
2563.084,2529,80
2563.508,1480,158
2564.217,693,51
2565.348,2704,560
2565.691,1460,360
2566.688,1169,71
2566.688,3096,347
2566.968,3681,76
2567.008,1884,416
2567.758,4041,306
2567.815,832,88
2568.011,1236,500
2568.051,448,182
2568.466,623,213
2570.047,3598,494
2572.053,1418,27
2573.073,6127,570
2575.576,2006,434
2576.691,3511,390
2576.844,1985,446
2577.465,3888,293
2577.715,3895,293
2578.152,2233,446
2579.51,369,2
2581.398,2081,48
2581.442,1369,23
2581.855,727,71
2582.969,334,47
2584.067,766,413
2584.116,931,3
2584.843,1902,334
2584.943,986,648
2587.239,504,99
2587.958,3476,226
2588.116,3851,140
2588.864,4170,309
2589.446,1534,487
2590.364,1207,76
2591.742,884,13
2592.012,1196,1
2594.253,1464,74
2594.742,770,8
2596.115,4188,101
2596.364,950,131
2597.864,1723,28
2598.31,515,1
2600.546,1077,889
2602.065,702,8
2602.501,470,100
2602.501,357,50
2602.599,4656,364
2602.818,2253,147
2604.193,1198,1
2604.439,312,131
2604.941,1388,423
2606.066,776,19
2606.26,888,564
2607.497,1200,68
2609.496,248,33
2609.796,1076,23
2610.009,343,39
2610.249,1805,28
2610.75,1464,45
2610.75,257,49
2611.317,1236,214
2611.49,502,112
2611.49,14345,66
2611.816,7404,105
2611.995,470,137
2612.349,583,328
2612.994,1786,44
2613.063,8828,371
2613.241,915,26
2613.245,342,36
2613.445,699,38
2613.753,3680,111
2614.005,2235,469
2614.445,4260,14
2615.065,10693,434
2615.447,6376,17
2616.066,999,26
2616.493,711,56
2616.988,246,55
2617.246,4217,168
2617.494,1802,5
2617.747,3964,303
2617.996,371,115
2618.253,694,51
2618.562,948,26
2618.753,1842,331
2618.753,8815,333
2619.008,3919,346
2619.198,345,31
2619.248,2756,315
2619.252,3337,64
2619.313,2135,2
2619.501,997,74
2619.752,1209,20
2620.053,5252,121
2620.506,2820,500
2620.564,990,231
2620.643,1449,108
2620.745,1143,28
2620.947,4183,96
2621.084,1616,29
2621.199,3766,127
2621.465,1720,219
2621.489,969,28
2621.565,375,142
2622.066,3699,90
2622.312,3787,110
2622.742,1379,577
2623.335,4187,115
2623.834,3607,2642
2624.586,1950,26
2624.813,968,28
2625.191,1106,63
2626.085,6852,15
2626.457,492,91
2627.242,684,333
2627.496,2813,279
2627.503,4153,366
2627.692,1205,485
2627.74,9496,276
2628.335,641,1
2629.145,3849,81
2629.244,4046,439
2630.193,1779,28
2630.501,4371,522
2631.742,399,115
2632.244,3938,304
2632.492,2586,285
2632.575,352,26
2632.691,512,158
2632.721,437,1
2633.052,763,8
2633.084,615,214
2633.343,978,786
2633.492,2023,37
2633.692,8291,595
2635.143,2232,103
2635.443,264,45
2637.193,708,200
2638.069,944,83
2638.442,647,626
2638.691,3697,377
2639.334,2283,88
2639.441,1236,500
2639.49,1615,57
2639.692,1757,23
2640.05,1982,40
2640.395,3203,78
2640.504,565,11
2640.692,1043,204
2641.441,3160,286
2641.442,3793,148
2641.693,4662,136
2642.331,4841,1170
2643.745,246,33
2643.949,695,55
2644.501,21438,933
2644.947,4036,333
2645.192,1019,188
2646.492,3316,362
2646.693,1480,116
2647.0,1464,70
2647.062,1781,31
2647.147,699,54
2647.248,4140,253
2647.991,978,437
2648.061,345,29
2648.243,344,336
2648.565,745,154
2649.47,2372,96
2649.744,824,27
2650.396,3345,137
2650.461,3850,114
2651.19,659,298
2651.242,1131,109
2651.316,2813,294
2651.491,1674,32
2651.583,3983,947
2651.992,3963,314
2653.021,1262,76
2654.46,924,8
2655.094,786,374
2655.249,2817,232
2658.243,3635,578
2660.34,3519,328
2660.617,2061,396
2660.744,854,43
2660.818,980,164
2660.819,1236,357
2661.1,1196,432
2663.712,1433,77
2664.212,379,95
2665.215,4260,14
2665.992,344,48
2666.044,771,13
2666.242,3924,313
2667.064,940,8
2667.651,3453,478
2667.742,635,125
2668.59,451,18
2668.713,3850,120
2668.814,2022,319
2668.993,4040,305
2669.96,4506,165
2669.992,1339,231
2670.114,995,623
2671.067,224,1
2671.569,620,223
2671.651,1408,24
2672.296,1054,230
2672.568,9156,285
2672.996,726,74
2673.242,633,233
2674.063,1160,26
2674.457,4107,285
2674.467,887,8
2675.152,1778,27
2677.584,2483,913
2677.743,812,412
2677.75,1223,19
2678.651,6977,2589
2679.551,565,107
2680.194,635,48
2680.343,2993,31
2682.855,1037,387
2684.244,1332,454
2684.993,1763,25
2685.403,629,342
2685.521,812,339
2686.241,1271,2
2686.403,1002,150
2686.901,1154,772
2687.403,377,40
2687.5,860,13
2687.551,1072,26
2688.002,880,416
2688.049,1428,26
2688.491,344,168
2689.401,1108,28
2689.522,1582,383
2689.654,3850,129
2689.745,440,71
2691.752,712,325
2691.844,1811,31
2691.901,1748,106
2692.494,1659,334
2692.991,2121,9
2692.992,509,134
2693.048,1156,26
2693.343,2082,101
2693.624,9766,113
2693.801,681,50
2693.902,1157,66
2694.242,22676,48
2694.74,1433,75
2695.089,1282,451
2695.586,1396,38
2696.299,431,92
2696.651,690,57
2696.84,581,129
2697.5,630,93
2698.151,936,131
2698.494,622,204
2699.34,3850,78
2699.35,1433,77
2699.493,498,237
2699.85,253,31
2700.093,1786,59
2700.589,964,233
2701.051,691,48
2701.065,3802,892
2701.241,931,15
2701.35,807,57
2702.048,2586,218
2702.643,485,197
2702.841,566,154
2702.993,1245,373
2703.049,3850,120
2703.339,1628,165
2704.153,9174,300
2704.24,1053,174
2704.301,1480,121
2704.645,4191,84
2705.504,1399,355
2705.599,4212,116
2705.646,449,187
2706.466,1129,145
2706.74,9494,286
2706.991,3851,132
2707.089,1236,368
2707.298,1763,33
2707.548,665,138
2707.994,4606,60
2708.191,531,1
2708.243,1167,80
2708.6,3563,118
2709.749,1109,143
2709.749,1787,28
2711.394,4026,404
2711.394,9733,2182
2711.441,72,51
2711.796,916,617
2711.99,4260,14
2712.75,874,32
2713.992,1007,175
2714.143,4186,92
2714.355,1846,8
2714.645,2493,2376
2715.102,4317,278
2715.242,172,18
2717.491,395,74
2718.146,3851,142
2718.491,1638,43
2718.574,377,50
2718.744,1628,90
2719.941,404,62
2720.644,534,130
2720.865,284,43
2720.992,581,101
2722.516,2349,915
2722.74,619,231
2723.297,2676,458
2725.146,1205,289
2725.192,136,21
2725.349,1839,22
2725.397,4021,531
2726.099,3349,140
2730.155,922,8
2731.305,757,8
2732.438,9769,828
2736.5,1495,553
2739.064,952,242
2739.542,2594,444
2743.579,1234,71
2748.0,256,35
2749.053,2503,74
2749.939,1687,400
2750.465,1449,116
2750.715,970,26
2751.84,137,14
2754.053,728,21
2754.65,2483,427
2755.044,988,36
2755.656,1486,636
2758.441,4323,686
2758.968,3327,61
2759.055,890,37
2759.345,892,8
2759.753,614,266
2760.716,5079,154
2760.991,2022,73
2761.254,365,131
2761.254,4373,347
2763.006,1739,29
2763.968,914,28
2765.192,2168,588
2765.255,1282,22
